Order ID,Order Date,Ship Date,Ship Mode,Segment,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-1952,2022-12-16,2022-12-20,Second Class,Home Office,West,Furniture,Accessories,44.24,2,0.4,-23.0
ORD-1953,2022-04-05,2022-04-07,First Class,Home Office,West,Furniture,Phones,282.71,6,0.2,14.14
ORD-1954,2022-06-01,2022-06-07,Second Class,Home Office,South,Office Supplies,Tables,447.41,3,0.0,143.18
ORD-1955,2022-11-07,2022-11-09,First Class,Consumer,South,Technology,Paper,146.11,4,0.1,11.82
ORD-1956,2022-05-17,2022-05-20,Standard Class,Home Office,West,Furniture,Phones,246.68,2,0.0,72.03
ORD-1957,2022-09-04,2022-09-10,Same Day,Home Office,Southeast,Technology,Paper,175.68,2,0.1,46.81
ORD-1958,2022-08-31,2022-09-05,Second Class,Consumer,South,Technology,Accessories,477.03,8,0.1,100.42
ORD-1959,2022-01-31,2022-02-01,First Class,Consumer,Midwest,Office Supplies,Tables,415.35,8,0.2,41.65
ORD-1960,2022-02-09,2022-02-12,Standard Class,Consumer,South,Furniture,Binders,360.32,6,0.4,-40.52
ORD-1961,2022-08-17,2022-08-20,Standard Class,Consumer,Midwest,Technology,Binders,302.06,5,0.0,92.64
ORD-1962,2022-02-05,2022-02-09,Same Day,Consumer,West,Furniture,Tables,413.88,8,0.4,-35.62
ORD-1963,2022-08-11,2022-08-13,First Class,Consumer,South,Furniture,Paper,208.29,4,0.3,-6.61
ORD-1964,2022-01-06,2022-01-09,Second Class,Home Office,Southeast,Office Supplies,Accessories,234.82,4,0.2,27.2
ORD-1965,2022-11-18,2022-11-21,Same Day,Home Office,South,Furniture,Phones,370.4,5,0.2,47.82
ORD-1966,2022-08-08,2022-08-13,Second Class,Corporate,South,Furniture,Tables,191.72,1,0.3,-2.22
ORD-1967,2022-03-16,2022-03-21,Standard Class,Home Office,South,Technology,Chairs,50.67,1,0.0,15.88
ORD-1968,2022-01-04,2022-01-10,Second Class,Home Office,West,Office Supplies,Paper,55.68,2,0.3,4.84
ORD-1969,2022-12-01,2022-12-02,Second Class,Consumer,Southeast,Furniture,Binders,75.37,8,0.0,28.12
ORD-1970,2022-05-14,2022-05-18,Same Day,Consumer,South,Technology,Tables,437.45,7,0.1,96.27
ORD-1971,2022-04-28,2022-04-29,Second Class,Home Office,Southeast,Office Supplies,Binders,246.67,9,0.2,14.52
ORD-1972,2022-04-04,2022-04-10,Same Day,Corporate,West,Office Supplies,Paper,362.18,5,0.0,103.36
ORD-1973,2022-03-03,2022-03-08,Standard Class,Consumer,Midwest,Technology,Binders,208.6,2,0.4,-25.78
ORD-1974,2022-07-13,2022-07-15,Same Day,Home Office,South,Technology,Tables,144.18,7,0.4,-23.46
ORD-1975,2022-12-01,2022-12-06,Same Day,Home Office,Southeast,Technology,Paper,186.65,8,0.2,0.68
ORD-1976,2022-07-22,2022-07-26,First Class,Corporate,Southeast,Technology,Chairs,401.21,7,0.3,-32.54
ORD-1977,2022-01-26,2022-01-31,Second Class,Corporate,West,Technology,Tables,320.1,7,0.3,11.95
ORD-1978,2022-06-22,2022-06-26,Standard Class,Consumer,South,Furniture,Phones,470.07,5,0.0,125.48
ORD-1979,2022-10-27,2022-10-31,Same Day,Corporate,Midwest,Furniture,Accessories,346.26,2,0.3,15.67
ORD-1980,2022-05-13,2022-05-17,Standard Class,Home Office,Southeast,Office Supplies,Tables,293.69,6,0.2,36.76
ORD-1981,2022-11-22,2022-11-28,First Class,Home Office,South,Furniture,Paper,312.89,4,0.0,89.81
ORD-1982,2022-04-28,2022-05-02,Second Class,Corporate,Midwest,Furniture,Accessories,472.34,2,0.1,100.63
ORD-1983,2022-11-20,2022-11-24,Same Day,Corporate,Southeast,Furniture,Tables,398.34,9,0.3,4.25
ORD-1984,2022-10-02,2022-10-04,Second Class,Corporate,Southeast,Technology,Chairs,31.54,7,0.3,-11.02
ORD-1985,2022-07-31,2022-08-01,First Class,Corporate,Midwest,Office Supplies,Chairs,276.39,6,0.0,82.77
ORD-1986,2022-08-13,2022-08-16,First Class,Consumer,Midwest,Office Supplies,Phones,350.4,5,0.4,-44.84
ORD-1987,2022-01-20,2022-01-21,Standard Class,Corporate,West,Office Supplies,Binders,379.38,3,0.3,6.54
ORD-1988,2022-04-23,2022-04-27,Same Day,Consumer,South,Office Supplies,Accessories,122.31,4,0.2,5.08
ORD-1989,2022-05-20,2022-05-22,Standard Class,Home Office,South,Furniture,Paper,436.25,3,0.3,-0.97
ORD-1990,2022-02-16,2022-02-21,First Class,Corporate,West,Furniture,Paper,478.8,8,0.1,94.36
ORD-1991,2022-01-01,2022-01-03,Second Class,Consumer,Southeast,Technology,Binders,133.62,3,0.3,1.22
ORD-1992,2022-03-31,2022-04-04,Standard Class,Corporate,Midwest,Office Supplies,Chairs,443.66,7,0.4,-27.74
ORD-1993,2022-05-22,2022-05-24,Standard Class,Home Office,Midwest,Furniture,Chairs,66.55,7,0.3,-2.41
ORD-1994,2022-11-16,2022-11-18,Second Class,Home Office,Midwest,Furniture,Tables,46.74,7,0.0,26.2
ORD-1995,2022-02-07,2022-02-11,Standard Class,Home Office,Southeast,Technology,Phones,82.03,7,0.3,4.8
ORD-1996,2022-10-20,2022-10-26,Second Class,Corporate,Midwest,Technology,Accessories,47.72,2,0.4,9.41
ORD-1997,2022-05-19,2022-05-21,Same Day,Corporate,Midwest,Technology,Phones,425.61,3,0.0,124.3
ORD-1998,2022-12-22,2022-12-25,Second Class,Consumer,West,Furniture,Phones,48.34,9,0.2,11.8
ORD-1999,2022-11-29,2022-12-02,Same Day,Home Office,Southeast,Furniture,Tables,150.4,3,0.0,44.53
